frame,sceneChanged,numDetections,detections,numTracks,tracks,activeLeadId,riskLevel,ttc
375,0,3,2:544:451:36:29:0.8322;5:632:424:125:47:0.2279;7:1136:364:143:151:0.1598,1,38:2:544:451:36:29,38,SAFE,inf
376,0,2,2:544:450:37:30:0.8407;7:1036:365:243:148:0.1829,1,38:2:544:450:37:30,38,SAFE,inf
377,0,1,2:544:450:38:30:0.8276,1,38:2:544:450:38:30,38,SAFE,inf
378,0,2,2:544:450:38:29:0.8022;7:633:421:128:49:0.2227,1,38:2:544:450:38:29,38,SAFE,inf
379,0,2,2:545:450:37:29:0.7999;5:635:421:126:49:0.2291,1,38:2:545:450:37:29,38,SAFE,inf
380,0,1,2:545:449:36:29:0.8077,1,38:2:545:449:36:29,38,SAFE,inf
381,0,3,2:545:449:36:29:0.7782;5:625:420:138:49:0.2500;7:1056:311:223:206:0.1768,1,38:2:545:449:36:29,38,SAFE,inf
382,0,3,2:545:448:36:30:0.7931;7:964:416:74:68:0.1507;7:1063:316:216:202:0.2633,1,38:2:545:448:36:30,38,SAFE,14.875
383,0,4,2:543:447:11:12:0.3310;2:545:449:36:29:0.8038;7:933:414:111:71:0.2581;7:1062:313:217:205:0.2937,1,38:2:545:449:36:29,38,SAFE,10.752
384,0,4,2:542:447:12:12:0.3103;2:545:449:35:28:0.8261;7:958:413:87:72:0.1402;7:1067:310:212:209:0.2348,1,38:2:545:449:35:28,38,SAFE,26.990
385,0,5,2:540:447:13:12:0.3662;2:544:449:36:28:0.7985;5:620:417:149:50:0.1132;7:989:412:61:72:0.2716;7:1077:314:202:204:0.1298,2,38:2:544:449:36:28;39:2:540:447:13:12,38,SAFE,inf
386,0,4,2:540:447:12:12:0.3811;2:544:448:36:28:0.8233;7:628:415:143:52:0.1190;7:998:410:58:76:0.3466,2,38:2:544:448:36:28;39:2:540:447:12:12,38,SAFE,inf
387,0,3,2:540:448:12:11:0.3305;2:544:448:36:28:0.8325;7:1006:410:54:75:0.1534,2,38:2:544:448:36:28;39:2:540:448:12:11,38,SAFE,inf
388,0,3,2:539:447:11:13:0.3531;2:543:448:35:28:0.8364;7:627:414:145:53:0.1048,2,38:2:543:448:35:28;39:2:539:447:11:13,38,SAFE,inf
389,0,4,0:826:422:32:59:0.1353;0:923:425:22:66:0.1170;2:539:447:11:14:0.3476;2:544:448:34:28:0.8386,2,38:2:544:448:34:28;39:2:539:447:11:14,38,SAFE,inf
390,0,2,2:538:447:12:14:0.3141;2:543:448:35:28:0.8574,2,38:2:543:448:35:28;39:2:538:447:12:14,38,SAFE,inf
391,0,2,2:537:447:12:13:0.3114;2:543:448:34:29:0.8501,2,38:2:543:448:34:29;39:2:537:447:12:13,38,SAFE,inf
392,0,2,2:537:447:12:13:0.2825;2:543:448:34:29:0.8480,2,38:2:543:448:34:29;39:2:537:447:12:13,38,SAFE,inf
393,0,3,2:537:447:11:14:0.2139;2:543:448:34:28:0.8397;7:833:408:126:82:0.2686,2,38:2:543:448:34:28;39:2:537:447:11:14,38,SAFE,inf
394,0,2,2:536:448:10:13:0.2244;2:542:450:34:27:0.8226,2,38:2:542:450:34:27;39:2:536:448:10:13,38,SAFE,inf
395,0,3,2:535:447:11:14:0.2016;2:542:450:35:28:0.8177;7:630:414:149:55:0.1369,2,38:2:542:450:35:28;39:2:535:447:11:14,38,SAFE,inf
396,0,5,0:1024:452:24:51:0.1685;2:534:447:12:14:0.3233;2:542:450:35:28:0.8246;7:623:413:156:57:0.1047;7:1107:311:172:303:0.1568,2,38:2:542:450:35:28;39:2:534:447:12:14,38,SAFE,inf
397,0,2,2:534:448:12:14:0.2646;2:541:450:35:28:0.7542,2,38:2:541:450:35:28;39:2:534:448:12:14,38,SAFE,inf
398,0,1,2:541:450:35:29:0.7012,1,38:2:541:450:35:29,38,SAFE,inf
399,0,3,0:1022:455:22:51:0.2843;2:533:449:12:12:0.2779;2:540:451:36:28:0.7513,2,38:2:540:451:36:28;39:2:533:449:12:12,38,SAFE,inf
400,0,3,2:532:449:12:13:0.3209;2:541:451:35:28:0.7860;7:859:416:100:72:0.2916,2,38:2:541:451:35:28;39:2:532:449:12:13,38,SAFE,inf
401,0,2,2:532:449:12:13:0.3812;2:541:451:35:28:0.7497,2,38:2:541:451:35:28;39:2:532:449:12:13,38,SAFE,inf
402,0,2,2:532:450:13:12:0.3701;2:540:451:35:28:0.7022,2,38:2:540:451:35:28;39:2:532:450:13:12,38,SAFE,inf
403,0,2,2:532:449:12:14:0.3254;2:541:452:34:27:0.7175,2,38:2:541:452:34:27;39:2:532:449:12:14,38,SAFE,inf
404,0,4,2:531:450:12:13:0.3318;2:540:452:35:27:0.7490;7:618:413:175:64:0.3809;7:887:417:72:80:0.4237,2,38:2:540:452:35:27;39:2:531:450:12:13,38,SAFE,inf
405,0,4,2:530:450:13:13:0.3860;2:540:452:35:28:0.7196;7:618:413:176:64:0.3997;7:887:417:72:80:0.2006,2,38:2:540:452:35:28;39:2:530:450:13:13,38,SAFE,inf
406,0,4,2:529:449:13:14:0.3123;2:540:453:35:27:0.7570;7:617:413:179:64:0.3385;7:855:343:104:154:0.2061,3,38:2:540:453:35:27;39:2:529:449:13:14;40:7:617:413:179:64,38,SAFE,inf
