frame,time_sec,rank,best_class_id,best_class_name,best_score,second_class_id,second_class_name,second_score,third_class_id,third_class_name,third_score,car_score,bus_score,train_score,truck_score,boat_score,left,top,width,height,right,bottom,touches_right_edge,passes_confidence_010,passes_target_class,passes_final_filter
563,18.752,17,25,umbrella,0.002847,8,boat,0.000214,33,kite,0.000114,0.000024,0.000015,0.000017,0.000021,0.000214,1084,224,195,241,1279,465,1,0,0,0
563,18.752,18,25,umbrella,0.002727,8,boat,0.000430,33,kite,0.000126,0.000014,0.000019,0.000033,0.000031,0.000430,1073,233,206,229,1279,462,1,0,0,0
563,18.752,19,25,umbrella,0.002346,8,boat,0.000166,33,kite,0.000126,0.000017,0.000016,0.000014,0.000023,0.000166,1214,244,65,218,1279,462,1,0,0,0
563,18.752,20,58,potted plant,0.002321,25,umbrella,0.000099,1,bicycle,0.000096,0.000016,0.000013,0.000022,0.000064,0.000043,675,0,603,472,1278,472,1,0,0,0
564,18.785,1,58,potted plant,0.009863,7,truck,0.000213,74,clock,0.000150,0.000017,0.000029,0.000037,0.000213,0.000079,671,2,608,488,1279,490,1,0,0,0
564,18.785,2,58,potted plant,0.009638,1,bicycle,0.000137,74,clock,0.000092,0.000024,0.000017,0.000026,0.000087,0.000058,676,0,602,484,1278,484,1,0,0,0
564,18.785,3,58,potted plant,0.009109,7,truck,0.000135,1,bicycle,0.000117,0.000023,0.000022,0.000035,0.000135,0.000067,673,0,606,478,1279,478,1,0,0,0
564,18.785,4,58,potted plant,0.006802,59,bed,0.000121,7,truck,0.000117,0.000015,0.000018,0.000019,0.000117,0.000048,673,2,605,490,1278,492,1,0,0,0
564,18.785,5,58,potted plant,0.003211,7,truck,0.000231,74,clock,0.000159,0.000029,0.000055,0.000076,0.000231,0.000137,664,3,615,500,1279,503,1,0,0,0
564,18.785,6,25,umbrella,0.003040,33,kite,0.000148,8,boat,0.000073,0.000005,0.000005,0.000003,0.000007,0.000073,1237,313,42,144,1279,457,1,0,0,0
564,18.785,7,58,potted plant,0.002610,7,truck,0.000197,74,clock,0.000149,0.000030,0.000024,0.000026,0.000197,0.000116,670,2,609,500,1279,502,1,0,0,0
564,18.785,8,58,potted plant,0.002285,7,truck,0.000105,25,umbrella,0.000090,0.000022,0.000026,0.000030,0.000105,0.000088,669,2,608,500,1277,502,1,0,0,0
564,18.785,9,25,umbrella,0.002169,4,airplane,0.000574,2,car,0.000246,0.000246,0.000058,0.000170,0.000143,0.000141,975,243,303,232,1278,475,1,0,0,0
564,18.785,10,58,potted plant,0.001989,25,umbrella,0.000071,7,truck,0.000046,0.000013,0.000012,0.000014,0.000046,0.000037,672,2,607,488,1279,490,1,0,0,0
564,18.785,11,13,bench,0.001919,2,car,0.000560,8,boat,0.000435,0.000560,0.000016,0.000017,0.000141,0.000435,990,477,70,26,1060,503,0,0,0,0
564,18.785,12,58,potted plant,0.001840,0,person,0.000125,1,bicycle,0.000086,0.000028,0.000018,0.000032,0.000071,0.000073,671,0,608,479,1279,479,1,0,0,0
564,18.785,13,13,bench,0.001599,8,boat,0.000897,2,car,0.000562,0.000562,0.000013,0.000024,0.000126,0.000897,990,473,79,27,1069,500,0,0,0,0
564,18.785,14,13,bench,0.001209,8,boat,0.000610,2,car,0.000443,0.000443,0.000019,0.000024,0.000166,0.000610,988,473,73,26,1061,499,0,0,0,0
564,18.785,15,25,umbrella,0.001196,8,boat,0.000129,0,person,0.000093,0.000009,0.000003,0.000002,0.000005,0.000129,1242,309,37,149,1279,458,1,0,0,0
564,18.785,16,25,umbrella,0.001053,4,airplane,0.000252,8,boat,0.000166,0.000107,0.000036,0.000109,0.000069,0.000166,977,237,302,228,1279,465,1,0,0,0
564,18.785,17,13,bench,0.001045,8,boat,0.000566,2,car,0.000244,0.000244,0.000008,0.000012,0.000055,0.000566,990,467,104,33,1094,500,0,0,0,0
564,18.785,18,2,car,0.001028,13,bench,0.000611,7,truck,0.000395,0.001028,0.000023,0.000071,0.000395,0.000347,991,453,123,53,1114,506,0,0,1,0
564,18.785,19,13,bench,0.000960,2,car,0.000586,8,boat,0.000544,0.000586,0.000009,0.000009,0.000086,0.000544,1010,469,102,35,1112,504,0,0,0,0
564,18.785,20,4,airplane,0.000897,6,train,0.000780,7,truck,0.000243,0.000111,0.000051,0.000780,0.000243,0.000131,99,412,909,62,1008,474,0,0,0,0
565,18.819,1,58,potted plant,0.016836,1,bicycle,0.000231,7,truck,0.000195,0.000026,0.000032,0.000038,0.000195,0.000163,680,0,599,476,1279,476,1,0,0,0
565,18.819,2,58,potted plant,0.012005,7,truck,0.000339,74,clock,0.000235,0.000020,0.000044,0.000040,0.000339,0.000221,678,2,601,484,1279,486,1,0,0,0
565,18.819,3,58,potted plant,0.009194,1,bicycle,0.000223,3,motorcycle,0.000181,0.000025,0.000018,0.000024,0.000085,0.000109,682,1,596,472,1278,473,1,0,0,0
565,18.819,4,58,potted plant,0.006941,7,truck,0.000189,74,clock,0.000176,0.000023,0.000024,0.000020,0.000189,0.000149,679,2,600,490,1279,492,1,0,0,0
565,18.819,5,25,umbrella,0.004916,37,surfboard,0.003186,8,boat,0.001619,0.000021,0.000053,0.000014,0.000120,0.001619,1249,313,30,147,1279,460,1,0,0,0
565,18.819,6,58,potted plant,0.004867,8,boat,0.000161,7,truck,0.000160,0.000021,0.000038,0.000029,0.000160,0.000161,680,2,599,480,1279,482,1,0,0,0
565,18.819,7,58,potted plant,0.004651,7,truck,0.000449,8,boat,0.000384,0.000034,0.000093,0.000075,0.000449,0.000384,669,3,610,496,1279,499,1,0,0,0
565,18.819,8,37,surfboard,0.004329,25,umbrella,0.003195,8,boat,0.002756,0.000037,0.000333,0.000097,0.000436,0.002756,1252,305,27,155,1279,460,1,0,0,0
565,18.819,9,7,truck,0.003477,2,car,0.001198,6,train,0.000702,0.001198,0.000370,0.000702,0.003477,0.000290,839,415,174,97,1013,512,0,0,1,0
565,18.819,10,7,truck,0.003351,2,car,0.001024,6,train,0.000611,0.001024,0.000224,0.000611,0.003351,0.000176,841,415,172,95,1013,510,0,0,1,0
565,18.819,11,13,bench,0.003196,8,boat,0.001695,2,car,0.000628,0.000628,0.000014,0.000016,0.000072,0.001695,1003,464,74,34,1077,498,0,0,0,0
565,18.819,12,8,boat,0.003130,37,surfboard,0.000717,4,airplane,0.000461,0.000060,0.000087,0.000084,0.000412,0.003130,1253,289,26,172,1279,461,1,0,0,0
565,18.819,13,0,person,0.003065,13,bench,0.000282,2,car,0.000261,0.000261,0.000004,0.000004,0.000056,0.000052,959,450,51,70,1010,520,0,0,1,0
565,18.819,14,0,person,0.003022,2,car,0.000552,10,fire hydrant,0.000257,0.000552,0.000007,0.000018,0.000180,0.000072,964,447,44,69,1008,516,0,0,1,0
565,18.819,15,0,person,0.002876,2,car,0.000494,13,bench,0.000246,0.000494,0.000007,0.000007,0.000092,0.000086,975,452,34,64,1009,516,0,0,1,0
565,18.819,16,0,person,0.002876,2,car,0.000624,13,bench,0.000142,0.000624,0.000007,0.000009,0.000088,0.000070,980,452,29,56,1009,508,0,0,1,0
565,18.819,17,0,person,0.002864,2,car,0.000188,8,boat,0.000160,0.000188,0.000006,0.000009,0.000069,0.000160,800,491,203,172,1003,663,0,0,1,0
565,18.819,18,7,truck,0.002851,2,car,0.000975,6,train,0.000836,0.000975,0.000723,0.000836,0.002851,0.000336,834,416,182,96,1016,512,0,0,1,0
565,18.819,19,13,bench,0.002750,8,boat,0.001807,2,car,0.000937,0.000937,0.000018,0.000012,0.000125,0.001807,1003,476,69,25,1072,501,0,0,0,0
565,18.819,20,8,boat,0.002669,13,bench,0.001896,2,car,0.000556,0.000556,0.000012,0.000012,0.000051,0.002669,1004,476,86,25,1090,501,0,0,0,0
566,18.852,1,0,person,0.009162,1,bicycle,0.000418,14,bird,0.000357,0.000170,0.000003,0.000003,0.000027,0.000093,1002,457,28,52,1030,509,0,0,1,0
566,18.852,2,0,person,0.008496,1,bicycle,0.000418,14,bird,0.000315,0.000024,0.000001,0.000001,0.000005,0.000015,988,455,28,60,1016,515,0,0,1,0
566,18.852,3,0,person,0.008305,56,chair,0.000567,14,bird,0.000534,0.000134,0.000002,0.000002,0.000020,0.000087,999,458,33,52,1032,510,0,0,1,0
566,18.852,4,0,person,0.007381,1,bicycle,0.000482,3,motorcycle,0.000348,0.000127,0.000006,0.000006,0.000029,0.000094,991,450,39,68,1030,518,0,0,1,0
566,18.852,5,0,person,0.006940,1,bicycle,0.000280,14,bird,0.000250,0.000074,0.000001,0.000002,0.000013,0.000024,985,455,28,56,1013,511,0,0,1,0
566,18.852,6,0,person,0.006763,14,bird,0.000340,1,bicycle,0.000137,0.000109,0.000003,0.000004,0.000021,0.000078,1003,456,26,53,1029,509,0,0,1,0
566,18.852,7,0,person,0.006187,3,motorcycle,0.000135,1,bicycle,0.000107,0.000061,0.000006,0.000012,0.000029,0.000090,985,419,48,96,1033,515,0,0,1,0
566,18.852,8,0,person,0.004686,14,bird,0.000061,17,horse,0.000052,0.000010,0.000001,0.000001,0.000002,0.000012,941,533,85,126,1026,659,0,0,1,0
566,18.852,9,0,person,0.004093,14,bird,0.000160,1,bicycle,0.000145,0.000086,0.000002,0.000005,0.000018,0.000044,984,454,26,57,1010,511,0,0,1,0
566,18.852,10,0,person,0.003961,1,bicycle,0.000116,3,motorcycle,0.000062,0.000045,0.000002,0.000002,0.000015,0.000025,976,453,28,61,1004,514,0,0,1,0
566,18.852,11,0,person,0.003848,1,bicycle,0.000300,13,bench,0.000219,0.000027,0.000001,0.000001,0.000006,0.000028,979,456,39,66,1018,522,0,0,1,0
566,18.852,12,0,person,0.003694,17,horse,0.000260,14,bird,0.000119,0.000046,0.000001,0.000003,0.000023,0.000089,873,525,150,142,1023,667,0,0,1,0
566,18.852,13,0,person,0.003682,14,bird,0.000081,17,horse,0.000051,0.000010,0.000001,0.000001,0.000003,0.000011,950,533,77,130,1027,663,0,0,1,0
566,18.852,14,0,person,0.003584,56,chair,0.000087,24,backpack,0.000081,0.000007,0.000001,0.000001,0.000004,0.000008,960,535,64,119,1024,654,0,0,1,0
566,18.852,15,0,person,0.003504,17,horse,0.000046,56,chair,0.000040,0.000007,0.000000,0.000001,0.000003,0.000006,960,539,62,122,1022,661,0,0,1,0
566,18.852,16,0,person,0.003357,24,backpack,0.000047,56,chair,0.000042,0.000015,0.000001,0.000001,0.000005,0.000007,960,539,64,120,1024,659,0,0,1,0
566,18.852,17,0,person,0.003325,17,horse,0.000115,1,bicycle,0.000086,0.000015,0.000000,0.000001,0.000006,0.000031,882,528,142,133,1024,661,0,0,1,0
566,18.852,18,0,person,0.003232,56,chair,0.000096,24,backpack,0.000067,0.000007,0.000000,0.000001,0.000005,0.000012,961,536,62,119,1023,655,0,0,1,0
566,18.852,19,0,person,0.002947,1,bicycle,0.000345,56,chair,0.000165,0.000046,0.000001,0.000001,0.000009,0.000025,973,453,32,63,1005,516,0,0,1,0
566,18.852,20,0,person,0.002945,17,horse,0.000100,14,bird,0.000088,0.000013,0.000001,0.000001,0.000005,0.000020,894,531,129,133,1023,664,0,0,1,0
567,18.886,1,0,person,0.012090,2,car,0.000773,17,horse,0.000302,0.000773,0.000006,0.000014,0.000040,0.000036,771,500,243,123,1014,623,0,0,1,0
567,18.886,2,0,person,0.010571,14,bird,0.001478,2,car,0.001315,0.001315,0.000011,0.000020,0.000276,0.000418,1011,466,31,38,1042,504,0,0,1,0
567,18.886,3,0,person,0.008249,3,motorcycle,0.001793,2,car,0.001668,0.001668,0.000004,0.000019,0.000411,0.000905,887,532,116,71,1003,603,0,0,1,0
567,18.886,4,0,person,0.007473,2,car,0.000580,13,bench,0.000246,0.000580,0.000008,0.000035,0.000053,0.000078,770,498,258,122,1028,620,0,0,1,0
567,18.886,5,0,person,0.005541,14,bird,0.002063,2,car,0.001419,0.001419,0.000009,0.000035,0.000278,0.000886,1011,466,35,38,1046,504,0,0,1,0
567,18.886,6,0,person,0.005490,3,motorcycle,0.001066,2,car,0.000698,0.000698,0.000006,0.000018,0.000304,0.000695,868,529,139,76,1007,605,0,0,1,0
567,18.886,7,0,person,0.005278,2,car,0.001086,1,bicycle,0.000239,0.001086,0.000010,0.000018,0.000068,0.000032,770,507,244,119,1014,626,0,0,1,0
567,18.886,8,0,person,0.005140,14,bird,0.001104,8,boat,0.000606,0.000436,0.000004,0.000027,0.000121,0.000606,1007,462,44,45,1051,507,0,0,1,0
567,18.886,9,0,person,0.004867,14,bird,0.002576,8,boat,0.001280,0.000878,0.000007,0.000045,0.000209,0.001280,1009,463,38,42,1047,505,0,0,1,0
567,18.886,10,0,person,0.004144,3,motorcycle,0.000797,19,cow,0.000741,0.000516,0.000005,0.000012,0.000226,0.000359,881,532,124,95,1005,627,0,0,1,0
567,18.886,11,0,person,0.003824,14,bird,0.000836,8,boat,0.000458,0.000260,0.000004,0.000023,0.000076,0.000458,1005,463,47,49,1052,512,0,0,1,0
567,18.886,12,0,person,0.003655,14,bird,0.000756,2,car,0.000594,0.000594,0.000007,0.000011,0.000081,0.000233,1010,461,24,41,1034,502,0,0,1,0
567,18.886,13,0,person,0.003517,14,bird,0.000876,8,boat,0.000726,0.000321,0.000004,0.000017,0.000081,0.000726,1009,460,40,45,1049,505,0,0,1,0
567,18.886,14,0,person,0.003496,2,car,0.000769,8,boat,0.000661,0.000769,0.000005,0.000020,0.000288,0.000661,888,533,118,72,1006,605,0,0,1,0
567,18.886,15,8,boat,0.002898,14,bird,0.001276,0,person,0.000294,0.000125,0.000002,0.000002,0.000015,0.002898,1054,485,53,26,1107,511,0,0,0,0
567,18.886,16,8,boat,0.002596,2,car,0.000737,13,bench,0.000435,0.000737,0.000017,0.000007,0.000115,0.002596,1051,464,43,27,1094,491,0,0,0,0
567,18.886,17,13,bench,0.002592,8,boat,0.001034,2,car,0.000381,0.000381,0.000010,0.000014,0.000127,0.001034,935,562,65,32,1000,594,0,0,0,0
567,18.886,18,0,person,0.002448,14,bird,0.000464,19,cow,0.000328,0.000307,0.000005,0.000022,0.000105,0.000280,1001,464,48,48,1049,512,0,0,1,0
567,18.886,19,0,person,0.002236,2,car,0.000496,14,bird,0.000451,0.000496,0.000009,0.000030,0.000158,0.000367,1002,462,46,44,1048,506,0,0,1,0
567,18.886,20,0,person,0.001759,2,car,0.000548,13,bench,0.000206,0.000548,0.000020,0.000060,0.000102,0.000065,763,497,266,110,1029,607,0,0,1,0
568,18.919,1,2,car,0.012763,13,bench,0.006881,7,truck,0.001145,0.012763,0.000429,0.000521,0.001145,0.000312,1015,473,95,24,1110,497,0,0,1,0
568,18.919,2,2,car,0.010684,13,bench,0.002681,7,truck,0.000658,0.010684,0.000233,0.000349,0.000658,0.000096,1015,470,96,28,1111,498,0,0,1,0
568,18.919,3,2,car,0.005033,13,bench,0.002034,7,truck,0.000361,0.005033,0.000071,0.000153,0.000361,0.000047,1012,476,103,28,1115,504,0,0,1,0
568,18.919,4,6,train,0.003647,8,boat,0.000342,4,airplane,0.000313,0.000033,0.000180,0.003647,0.000234,0.000342,939,400,340,96,1279,496,1,0,0,0
568,18.919,5,6,train,0.003062,8,boat,0.000535,4,airplane,0.000518,0.000028,0.000237,0.003062,0.000496,0.000535,933,401,246,94,1179,495,0,0,0,0
568,18.919,6,2,car,0.003041,13,bench,0.002016,7,truck,0.000249,0.003041,0.000040,0.000054,0.000249,0.000041,1013,477,95,25,1108,502,0,0,1,0
568,18.919,7,2,car,0.002973,13,bench,0.002948,7,truck,0.000516,0.002973,0.000158,0.000277,0.000516,0.000176,1013,477,100,26,1113,503,0,0,1,0
568,18.919,8,6,train,0.002496,7,truck,0.000185,4,airplane,0.000160,0.000060,0.000104,0.002496,0.000185,0.000092,344,400,914,96,1258,496,1,0,0,0
568,18.919,9,6,train,0.002167,7,truck,0.000416,4,airplane,0.000202,0.000099,0.000176,0.002167,0.000416,0.000092,509,409,744,82,1253,491,1,0,0,0
568,18.919,10,6,train,0.002113,4,airplane,0.000509,8,boat,0.000426,0.000019,0.000127,0.002113,0.000188,0.000426,925,394,351,81,1276,475,1,0,0,0
568,18.919,11,6,train,0.001960,4,airplane,0.000230,8,boat,0.000207,0.000015,0.000081,0.001960,0.000100,0.000207,913,394,366,85,1279,479,1,0,0,0
568,18.919,12,7,truck,0.001916,6,train,0.001000,2,car,0.000874,0.000874,0.000319,0.001000,0.001916,0.000203,1012,466,100,31,1112,497,0,0,1,0
568,18.919,13,6,train,0.001882,4,airplane,0.000137,8,boat,0.000112,0.000017,0.000090,0.001882,0.000089,0.000112,931,402,348,93,1279,495,1,0,0,0
568,18.919,14,6,train,0.001642,7,truck,0.000530,8,boat,0.000377,0.000064,0.000236,0.001642,0.000530,0.000377,931,406,185,85,1116,491,0,0,0,0
568,18.919,15,6,train,0.001629,7,truck,0.000093,4,airplane,0.000092,0.000042,0.000068,0.001629,0.000093,0.000051,446,394,820,105,1266,499,1,0,0,0
568,18.919,16,13,bench,0.001600,7,truck,0.000460,6,train,0.000302,0.000237,0.000058,0.000302,0.000460,0.000275,1005,472,107,39,1112,511,0,0,0,0
568,18.919,17,6,train,0.001517,7,truck,0.000814,5,bus,0.000444,0.000073,0.000444,0.001517,0.000814,0.000131,926,408,195,82,1121,490,0,0,0,0
568,18.919,18,6,train,0.001270,7,truck,0.000966,5,bus,0.000409,0.000100,0.000409,0.001270,0.000966,0.000157,928,407,186,80,1114,487,0,0,0,0
568,18.919,19,6,train,0.001126,7,truck,0.000965,5,bus,0.000332,0.000109,0.000332,0.001126,0.000965,0.000294,927,407,187,84,1114,491,0,0,0,0
568,18.919,20,7,truck,0.001010,13,bench,0.000936,6,train,0.000682,0.000476,0.000168,0.000682,0.001010,0.000391,1014,467,96,30,1110,497,0,0,1,0
569,18.952,1,0,person,0.017693,1,bicycle,0.001543,8,boat,0.001064,0.000228,0.000006,0.000004,0.000068,0.001064,1055,459,34,48,1089,507,0,0,1,0
569,18.952,2,0,person,0.017228,14,bird,0.001010,2,car,0.000740,0.000740,0.000009,0.000011,0.000124,0.000268,1006,456,25,52,1031,508,0,0,1,0
569,18.952,3,0,person,0.014329,3,motorcycle,0.000899,10,fire hydrant,0.000875,0.000366,0.000006,0.000006,0.000072,0.000179,1001,459,33,50,1034,509,0,0,1,0
569,18.952,4,0,person,0.012761,3,motorcycle,0.000957,14,bird,0.000851,0.000500,0.000005,0.000012,0.000312,0.000553,1053,456,46,55,1099,511,0,0,1,0
569,18.952,5,0,person,0.009907,14,bird,0.000416,2,car,0.000275,0.000275,0.000005,0.000009,0.000073,0.000219,1003,457,33,50,1036,507,0,0,1,0
569,18.952,6,0,person,0.009870,2,car,0.001627,3,motorcycle,0.001356,0.001627,0.000014,0.000012,0.000237,0.000485,1001,463,34,46,1035,509,0,0,1,0
569,18.952,7,0,person,0.009245,8,boat,0.001743,1,bicycle,0.001336,0.000073,0.000003,0.000004,0.000031,0.001743,1054,443,45,66,1099,509,0,0,1,0
569,18.952,8,0,person,0.008883,2,car,0.000792,3,motorcycle,0.000709,0.000792,0.000011,0.000017,0.000267,0.000168,999,455,37,57,1036,512,0,0,1,0
569,18.952,9,0,person,0.008093,3,motorcycle,0.001463,2,car,0.000702,0.000702,0.000008,0.000012,0.000221,0.000208,1000,462,36,51,1036,513,0,0,1,0
569,18.952,10,0,person,0.007876,1,bicycle,0.002348,8,boat,0.001916,0.000141,0.000005,0.000006,0.000048,0.001916,1055,452,43,57,1098,509,0,0,1,0
569,18.952,11,0,person,0.007339,3,motorcycle,0.001678,8,boat,0.001171,0.000830,0.000010,0.000026,0.000523,0.001171,1023,456,78,57,1101,513,0,0,1,0
569,18.952,12,0,person,0.006848,2,car,0.000665,3,motorcycle,0.000623,0.000665,0.000007,0.000009,0.000117,0.000293,1002,462,34,44,1036,506,0,0,1,0
569,18.952,13,0,person,0.004515,3,motorcycle,0.000323,2,car,0.000287,0.000287,0.000003,0.000003,0.000036,0.000048,985,455,29,55,1014,510,0,0,1,0
569,18.952,14,0,person,0.004441,3,motorcycle,0.000464,2,car,0.000283,0.000283,0.000003,0.000003,0.000035,0.000094,993,464,26,48,1019,512,0,0,1,0
569,18.952,15,0,person,0.004328,2,car,0.001232,13,bench,0.000822,0.001232,0.000010,0.000008,0.000219,0.000589,1003,477,41,30,1044,507,0,0,1,0
569,18.952,16,58,potted plant,0.004233,8,boat,0.000107,7,truck,0.000096,0.000012,0.000033,0.000031,0.000096,0.000107,715,1,564,436,1279,437,1,0,0,0
569,18.952,17,6,train,0.004214,4,airplane,0.001812,7,truck,0.000502,0.000172,0.000213,0.004214,0.000502,0.000208,494,410,589,88,1083,498,0,0,0,0
569,18.952,18,0,person,0.004139,8,boat,0.002507,1,bicycle,0.001394,0.000354,0.000008,0.000006,0.000108,0.002507,1055,457,42,53,1097,510,0,0,1,0
569,18.952,19,11,stop sign,0.004114,33,kite,0.000549,8,boat,0.000212,0.000002,0.000001,0.000001,0.000001,0.000212,1068,214,25,66,1093,280,0,0,0,0
569,18.952,20,0,person,0.004045,28,suitcase,0.000198,17,horse,0.000182,0.000164,0.000020,0.000026,0.000173,0.000040,910,545,109,104,1019,649,0,0,1,0
570,18.986,1,0,person,0.009118,2,car,0.000595,3,motorcycle,0.000568,0.000595,0.000007,0.000007,0.000057,0.000036,998,466,29,45,1027,511,0,0,1,0
570,18.986,2,0,person,0.005588,2,car,0.003129,3,motorcycle,0.000638,0.003129,0.000009,0.000014,0.000155,0.000120,1005,456,28,48,1033,504,0,0,1,0
570,18.986,3,0,person,0.005317,2,car,0.000460,3,motorcycle,0.000455,0.000460,0.000002,0.000003,0.000030,0.000039,990,458,29,51,1019,509,0,0,1,0
570,18.986,4,0,person,0.004622,3,motorcycle,0.001242,2,car,0.001240,0.001240,0.000006,0.000007,0.000109,0.000123,1000,461,41,46,1041,507,0,0,1,0
570,18.986,5,0,person,0.004528,2,car,0.001211,3,motorcycle,0.000241,0.001211,0.000018,0.000017,0.000130,0.000050,993,456,43,53,1036,509,0,0,1,0
570,18.986,6,0,person,0.004129,3,motorcycle,0.001227,1,bicycle,0.001040,0.000912,0.000005,0.000007,0.000078,0.000066,1000,458,39,48,1039,506,0,0,1,0
570,18.986,7,0,person,0.003735,2,car,0.001211,3,motorcycle,0.000500,0.001211,0.000004,0.000004,0.000062,0.000038,985,455,33,51,1018,506,0,0,1,0
570,18.986,8,0,person,0.003719,2,car,0.002277,3,motorcycle,0.001026,0.002277,0.000009,0.000010,0.000214,0.000276,1003,465,39,39,1042,504,0,0,1,0
570,18.986,9,0,person,0.003459,2,car,0.002268,3,motorcycle,0.000295,0.002268,0.000007,0.000009,0.000108,0.000058,986,454,25,46,1011,500,0,0,1,0
570,18.986,10,0,person,0.003145,2,car,0.000996,3,motorcycle,0.000642,0.000996,0.000006,0.000011,0.000110,0.000161,997,456,45,49,1042,505,0,0,1,0
570,18.986,11,6,train,0.003044,7,truck,0.000536,4,airplane,0.000339,0.000126,0.000290,0.003044,0.000536,0.000181,561,407,464,86,1025,493,0,0,0,0
570,18.986,12,25,umbrella,0.002915,37,surfboard,0.001438,8,boat,0.000452,0.000033,0.000013,0.000065,0.000119,0.000452,1111,236,167,177,1278,413,1,0,0,0
570,18.986,13,58,potted plant,0.002856,7,truck,0.000300,1,bicycle,0.000151,0.000027,0.000100,0.000051,0.000300,0.000145,762,0,516,443,1278,443,1,0,0,0
570,18.986,14,0,person,0.002549,2,car,0.000198,24,backpack,0.000155,0.000198,0.000001,0.000001,0.000012,0.000013,958,552,80,74,1038,626,0,0,1,0
570,18.986,15,0,person,0.002493,24,backpack,0.000111,12,parking meter,0.000088,0.000035,0.000001,0.000002,0.000010,0.000005,958,552,64,106,1022,658,0,0,1,0
570,18.986,16,25,umbrella,0.002331,37,surfboard,0.000285,8,boat,0.000282,0.000039,0.000013,0.000067,0.000092,0.000282,1110,209,169,204,1279,413,1,0,0,0
570,18.986,17,25,umbrella,0.002301,37,surfboard,0.000676,8,boat,0.000326,0.000032,0.000010,0.000047,0.000126,0.000326,1110,226,169,187,1279,413,1,0,0,0
570,18.986,18,25,umbrella,0.002275,37,surfboard,0.000547,8,boat,0.000299,0.000032,0.000014,0.000094,0.000079,0.000299,1111,214,167,200,1278,414,1,0,0,0
570,18.986,19,6,train,0.002256,4,airplane,0.000315,7,truck,0.000245,0.000098,0.000131,0.002256,0.000245,0.000145,426,397,816,103,1242,500,1,0,0,0
570,18.986,20,0,person,0.002144,17,horse,0.000037,3,motorcycle,0.000030,0.000016,0.000001,0.000001,0.000005,0.000004,959,554,61,110,1020,664,0,0,1,0
571,19.019,1,2,car,0.005956,0,person,0.005450,3,motorcycle,0.000887,0.005956,0.000007,0.000013,0.000234,0.000107,1003,466,46,41,1049,507,0,0,1,0
571,19.019,2,2,car,0.005906,0,person,0.001726,3,motorcycle,0.000381,0.005906,0.000009,0.000010,0.000213,0.000071,986,454,32,36,1018,490,0,0,1,0
571,19.019,3,0,person,0.005535,2,car,0.002283,3,motorcycle,0.001025,0.002283,0.000004,0.000007,0.000091,0.000045,1003,459,32,46,1035,505,0,0,1,0
571,19.019,4,0,person,0.004797,2,car,0.004254,3,motorcycle,0.000949,0.004254,0.000008,0.000009,0.000189,0.000066,1001,462,44,46,1045,508,0,0,1,0
571,19.019,5,2,car,0.004358,1,bicycle,0.001423,13,bench,0.000924,0.004358,0.000017,0.000012,0.000296,0.000199,1054,471,49,35,1103,506,0,0,1,0
571,19.019,6,2,car,0.003975,0,person,0.002084,3,motorcycle,0.000615,0.003975,0.000005,0.000004,0.000123,0.000034,986,454,36,45,1022,499,0,0,1,0
571,19.019,7,2,car,0.003854,3,motorcycle,0.000648,1,bicycle,0.000577,0.003854,0.000013,0.000022,0.000381,0.000199,998,461,63,48,1061,509,0,0,1,0
571,19.019,8,2,car,0.003413,0,person,0.003260,3,motorcycle,0.001048,0.003413,0.000006,0.000016,0.000172,0.000104,1004,463,39,43,1043,506,0,0,1,0
571,19.019,9,2,car,0.003137,7,truck,0.000386,3,motorcycle,0.000299,0.003137,0.000031,0.000029,0.000386,0.000130,992,442,91,67,1083,509,0,0,1,0
571,19.019,10,2,car,0.002897,0,person,0.000603,3,motorcycle,0.000310,0.002897,0.000039,0.000023,0.000295,0.000096,992,452,60,56,1052,508,0,0,1,0
571,19.019,11,2,car,0.002883,13,bench,0.001360,1,bicycle,0.001218,0.002883,0.000016,0.000012,0.000236,0.000206,1053,450,53,60,1106,510,0,0,1,0
571,19.019,12,0,person,0.002433,2,car,0.002305,3,motorcycle,0.000846,0.002305,0.000006,0.000022,0.000182,0.000141,995,456,55,50,1050,506,0,0,1,0
571,19.019,13,2,car,0.002423,3,motorcycle,0.001195,1,bicycle,0.000777,0.002423,0.000014,0.000040,0.000325,0.000261,996,452,72,56,1068,508,0,0,1,0
571,19.019,14,2,car,0.002334,1,bicycle,0.000609,3,motorcycle,0.000432,0.002334,0.000016,0.000016,0.000263,0.000082,994,453,84,58,1078,511,0,0,1,0
571,19.019,15,0,person,0.002298,2,car,0.001152,1,bicycle,0.000373,0.001152,0.000002,0.000002,0.000044,0.000019,990,458,36,51,1026,509,0,0,1,0
571,19.019,16,2,car,0.002083,0,person,0.001292,3,motorcycle,0.000639,0.002083,0.000014,0.000011,0.000179,0.000057,997,459,57,53,1054,512,0,0,1,0
571,19.019,17,0,person,0.001527,2,car,0.000441,1,bicycle,0.000367,0.000441,0.000002,0.000004,0.000023,0.000091,1055,446,24,40,1079,486,0,0,1,0
571,19.019,18,1,bicycle,0.001457,2,car,0.000862,13,bench,0.000582,0.000862,0.000006,0.000008,0.000081,0.000103,1053,443,54,63,1107,506,0,0,1,0
